maker,specific_origin,cocoa_percent,maker_location,rating,bean_type,broad_origin
Luker,Misterio,58.0,Colombia,3.0,Blend,"Colombia,Ecuador"
Luker,Santander,65.0,Colombia,3.5,Blend,Colombia
Machu Picchu Trading Co.,Peru,70.0,Peru,1.5,Blend,Peru
Machu Picchu Trading Co.,Peru,55.0,Peru,2.25,Blend,Peru
Madecasse (Cinagra),Madagascar,67.0,Madagascar,3.5,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,70.0,Madagascar,3.75,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,63.0,Madagascar,4.0,Trinitario,Madagascar
Madecasse (Cinagra),Madagascar,75.0,Madagascar,3.5,Trinitario,Madagascar
Madre,Guadalcanal,73.0,U.S.A.,3.5,Blend,Solomon Islands
Madre,Puerto Rico,70.0,U.S.A.,2.75,Blend,Puerto Rico
Madre,Brazil,70.0,U.S.A.,3.5,Blend,Brazil
Madre,"Choobua,Kona",70.0,U.S.A.,2.75,Blend,Hawaii
Madre,"Xocunusco,Chiapas,Pichucalco",70.0,U.S.A.,2.75,Blend,Mexico
Madre,"Hamakua Coast,Kokoleka",70.0,U.S.A.,3.25,Blend,Hawaii
Madre,"Criollo,Hawaii",70.0,U.S.A.,3.25,Criollo,Hawaii
Madre,Kaua'i,70.0,U.S.A.,3.5,Blend,Hawaii
Madre,Dominican,70.0,U.S.A.,2.5,Blend,Dominican Republic
Madre,Upala,70.0,U.S.A.,2.75,Blend,Costa Rica
Madre,"Chiapas,Triple Cacao",72.0,U.S.A.,2.75,Blend,Mexico
Maglio,Africa,75.0,Italy,2.0,Blend,Tanzania
Maglio,Ecuador,70.0,Italy,3.0,Forastero (Nacional),Ecuador
Maglio,Cuba,70.0,Italy,3.25,Criollo,Cuba
Maglio,Santo Domingo,70.0,Italy,3.75,"Blend-Forastero,Criollo",Dominican Republic
Majani,Ecuador,70.0,Italy,2.0,Blend,Ecuador
Malagasy (Chocolaterie Robert),Sambirano 2006,75.0,Madagascar,2.75,Trinitario,Madagascar
Malagasy (Chocolaterie Robert),Mora Mora 2006,73.0,Madagascar,3.5,Trinitario,Madagascar
Malagos,"Davao,Mt Talamo foothills",65.0,Philippines,3.5,Trinitario,Philippines
Malie Kai (Guittard),"O'ahu,N Shore,Waialua Estate w,nibs",55.0,U.S.A.,3.5,Blend,Hawaii
Malie Kai (Guittard),"O'ahu,N Shore,Waialua Estate",55.0,U.S.A.,2.75,Blend,Hawaii
Malmo,Chuao,70.0,Sweden,3.0,Blend,Venezuela
Mana,Ecuador,74.0,U.S.A.,2.5,Blend,Ecuador
Mana,Peru,74.0,U.S.A.,2.5,Blend,Peru
Mana,Venezuela,74.0,U.S.A.,2.75,Blend,Venezuela
Mana,Conacado,74.0,U.S.A.,3.75,Blend,Dominican Republic
Manifesto Cacao,Colombia,70.0,Colombia,2.75,Blend,Colombia
Manoa,Markham Valley,72.0,U.S.A.,3.5,Blend,Papua New Guinea
Manoa,Coto Brus,72.0,U.S.A.,3.75,Blend,Costa Rica
Manoa,"Waiahole,O'ahu",72.0,U.S.A.,3.75,Blend,Hawaii
Manoa,"Liberia,#174",72.0,U.S.A.,3.25,Blend,Liberia
Manoa,"Hamakua,Hawaiian Crown,#176",72.0,U.S.A.,2.75,Blend,Hawaii
Manoa,Piura,72.0,U.S.A.,3.0,Blend,Peru
Manoa,"Oahu,Winward,#151,Maunawili district",72.0,U.S.A.,3.25,Blend,Hawaii
Manufaktura Czekolady,Johe,70.0,Poland,3.75,Blend,Nicaragua
Manufaktura Czekolady,Peru,70.0,Poland,3.5,Blend,Peru
Manufaktura Czekolady,Porcelana,70.0,Poland,3.75,Criollo,Venezuela
Manufaktura Czekolady,Kolumbia,85.0,Poland,3.5,Blend,Colombia
Manufaktura Czekolady,Grand Cru Dominican Republic,70.0,Poland,3.25,Blend,Dominican Republic
Manufaktura Czekolady,Grand Cru Ghana,70.0,Poland,3.5,Forastero,Ghana
Manufaktura Czekolady,Grand Cru Ecuador,70.0,Poland,3.25,Blend,Ecuador
Map Chocolate,"Ben Tre,Surprise Valley",75.0,U.S.A.,3.25,Trinitario,Vietnam
Map Chocolate,"ROIG,2014",70.0,U.S.A.,3.5,"Criollo, Trinitario",Dominican Republic
Map Chocolate,"Maranon,2014",62.0,U.S.A.,3.5,Forastero (Nacional),Peru
Map Chocolate,Ecuador,70.0,U.S.A.,3.5,Trinitario,Ecuador
Map Chocolate,"San Juan Estate,Cherry Blossoms at Night",70.0,U.S.A.,2.75,Trinitario,Trinidad
Map Chocolate,"A case of the Xerces Blues,triple roast",70.0,U.S.A.,3.5,Blend,Nicaragua
Map Chocolate,"Tumbes,Dear Mr Finley,2014",68.0,U.S.A.,3.5,Criollo,Peru
Map Chocolate,Colombia,75.0,U.S.A.,2.75,Blend,Colombia
Map Chocolate,"Kakoa Kamili,Both Man,Bird,Beast",72.0,U.S.A.,3.0,Blend,Tanzania
Map Chocolate,Le Chocolat Chaud,78.0,U.S.A.,3.5,Blend,Honduras
Marana,Piura,70.0,Peru,3.0,Blend,Peru
Marana,Cusco,70.0,Peru,2.75,Blend,Peru
Marana,San Martin,70.0,Peru,3.0,Blend,Peru
Marigold's Finest,Cacao Nib Crunch,75.0,Canada,3.25,Blend, 
Marou,"Tan Phu Dong Island,Heart of Darkness",85.0,Vietnam,3.25,Trinitario,Vietnam
Marou,Ben Tre,68.0,Vietnam,3.5,Trinitario,Vietnam
Marou,"Dak Lak,Batch 2451",70.0,Vietnam,3.75,Trinitario,Vietnam
Marou,"Tan Phu Dong,Treasure Island",75.0,Vietnam,3.5,Trinitario,Vietnam
Marou,Ba Ria,76.0,Vietnam,3.5,Trinitario,Vietnam
Marou,Dong Nai,72.0,Vietnam,3.5,Trinitario,Vietnam
Marou,"Tien Giang,Gao Co,op",70.0,Vietnam,3.5,Trinitario,Vietnam
Marou,Ben Tre,78.0,Vietnam,3.5,Trinitario,Vietnam
Marou,Tien Giang,80.0,Vietnam,3.0,Trinitario,Vietnam
Marou,Lam Dong,74.0,Vietnam,3.5,Trinitario,Vietnam
Mars,"Matina 1,6,prototype",65.0,U.S.A.,3.0,Blend,Costa Rica
Mars,Ivory Coast,65.0,U.S.A.,3.0,Blend,Ivory Coast
Mars,Nigeria,65.0,U.S.A.,3.25,Blend,Nigeria
Mars,"Ghana,prototype",65.0,U.S.A.,3.5,Forastero,Ghana
Marsatta,Dominican Republic,74.0,U.S.A.,2.25,Blend,Dominican Republic
Marsatta,Dominican Republic,89.0,U.S.A.,2.5,Blend,Dominican Republic
Martin Mayer,Alto Beni,76.0,Austria,2.75,Blend,Bolivia
Martin Mayer,Pisa,82.0,Austria,3.0,Blend,Haiti
Martin Mayer,Tumaco,74.0,Austria,3.25,Blend,Colombia
Mast Brothers,Guatemala,76.0,U.S.A.,3.0,Blend,Guatemala
Mast Brothers,Tanzania,74.0,U.S.A.,3.25,Blend,Tanzania
Mast Brothers,French Laundry 20th Anniversary,75.0,U.S.A.,3.75,Blend,"Peru,Belize"
Mast Brothers,Shake Shack,73.0,U.S.A.,3.5,Blend,"Peru,Madagascar,Dominican Republic"
Mast Brothers,Madagascar,72.0,U.S.A.,2.5,Trinitario,Madagascar
Mast Brothers,Chuao,73.0,U.S.A.,2.75,Trinitario,Venezuela
Mast Brothers,Brooklyn Blend,72.0,U.S.A.,3.5,Blend, 
Mast Brothers,"Chuao,Med Roast",76.0,U.S.A.,3.0,Trinitario,Venezuela
Mast Brothers,"Chuao,Dark Roast",70.0,U.S.A.,3.0,Trinitario,Venezuela
Mast Brothers,"Chuao,Light Roast",81.0,U.S.A.,2.75,Trinitario,Venezuela
Mast Brothers,Moho River,70.0,U.S.A.,3.5,Trinitario,Belize
Mast Brothers,Papua New Guinea,71.0,U.S.A.,2.75,Blend,Papua New Guinea
Mast Brothers,San Martin,75.0,U.S.A.,3.0,Blend,Peru
Mast Brothers,Conacado,73.0,U.S.A.,3.25,Blend,Dominican Republic
Mast Brothers,"La Red de Guanconejo,N Highlands coop",74.0,U.S.A.,3.75,Blend,Dominican Republic
Mast Brothers,Patanemo,81.0,U.S.A.,2.75,Criollo,Venezuela
Mast Brothers,Ocumare de la Costa,75.0,U.S.A.,3.0,Blend,Venezuela
Mast Brothers,"Dominican Republic,Coop",70.0,U.S.A.,3.25,Blend,Dominican Republic
Matale,"Malekula P,2013",72.0,Australia,3.5,Trinitario,Vanuatu
Matale,"Somia,2013",68.0,Australia,4.0,Trinitario,Madagascar
Matale,"Kulili P,2013",74.0,Australia,4.0,Trinitario,Papua New Guinea
Matale,Blend,70.0,Australia,3.75,Trinitario,"Papua New Guinea,Vanuatu,Madagascar"
Maverick,Maya Mountain,70.0,U.S.A.,3.25,Trinitario,Belize
Maverick,Elvesia,70.0,U.S.A.,3.25,Blend,Dominican Republic
Maverick,Tumbes,82.0,U.S.A.,3.25,Criollo,Peru
Maverick,"Morropon,Norandiono Coop,Piura",63.0,U.S.A.,3.5,Criollo,Peru
Mayacama,Hispaniola,72.0,U.S.A.,3.0,Blend,Dominican Republic
Meadowlands,Bolivia,70.0,U.S.A.,2.5,Blend,Bolivia
Meadowlands,Venezuela,70.0,U.S.A.,2.75,Blend,Venezuela
Meadowlands,Belize,70.0,U.S.A.,3.0,Trinitario,Belize
Meadowlands,"Nicaragua,w,inbs",70.0,U.S.A.,3.0,Blend,Nicaragua
Meadowlands,Dominican Republic,70.0,U.S.A.,3.5,Blend,Dominican Republic
Menakao (aka Cinagra),Madagascar,80.0,Madagascar,2.5,Trinitario,Madagascar
Menakao (aka Cinagra),Madagascar,72.0,Madagascar,2.5,Trinitario,Madagascar
Mesocacao,El Salvador,80.0,Honduras,2.75,Blend,El Salvador
Mesocacao,El Salvador,70.0,Honduras,3.0,Blend,El Salvador
Mesocacao,Honduras,80.0,Honduras,3.25,Blend,Honduras
Mesocacao,Honduras,70.0,Honduras,3.5,Blend,Honduras
Mesocacao,"La Tronca,Matagalpa",70.0,Honduras,3.25,Blend,Nicaragua
Mesocacao,"La Tronca,Matagalpa",80.0,Honduras,3.5,Blend,Nicaragua
Metiisto,"Fazenda Sempre Firme P,Bahia",70.0,Sweden,3.0,Blend,Brazil
Metiisto,Akesson Estate,72.0,Sweden,3.5,Trinitario,Madagascar
Metropolitan,South America,70.0,Netherlands,3.5,Trinitario,South America
Michel Cluizel,"Chiapas,Mokaya P",66.0,France,3.75,Blend,Mexico
Michel Cluizel,"Carenero Superior,Concepcion",66.0,France,3.5,Trinitario,Venezuela
Michel Cluizel,Vila Gracinda,67.0,France,3.5,Forastero,Sao Tome
Michel Cluizel,Carre Amer,60.0,France,2.0,Blend, 
Michel Cluizel,Carre Grand Noir,85.0,France,2.0,Blend, 
Michel Cluizel,Tamarina,70.0,France,3.0,Forastero,Sao Tome
Michel Cluizel,Los Ancones P,67.0,France,4.0,Blend,Dominican Republic
Michel Cluizel,Mangaro P,65.0,France,4.0,Trinitario,Madagascar
Michel Cluizel,Maralumi P,64.0,France,4.0,Blend,Papua New Guinea
Michel Cluizel,Noir Infini,99.0,France,2.0,Blend, 
Middlebury,Maya Mountain,80.0,U.S.A.,3.5,Trinitario,Belize
Middlebury,San Juan Estate,70.0,U.S.A.,3.5,Trinitario,Trinidad
Middlebury,Oko Caribe,75.0,U.S.A.,3.75,Blend,Dominican Republic
Middlebury,"Patanemo,Epoch,Donaldo",75.0,U.S.A.,3.75,Blend,Venezuela
Middlebury,Kokoa Kamili,75.0,U.S.A.,3.25,Blend,Tanzania
Middlebury,"Matagalpa,Cacao Bisiesto",70.0,U.S.A.,3.5,Blend,Nicaragua
Middlebury,La Red,75.0,U.S.A.,2.5,Blend,Dominican Republic
Middlebury,Belize,80.0,U.S.A.,3.25,Trinitario,Belize
Middlebury,Houseblend,65.0,U.S.A.,1.5,Blend, 
Middlebury,Alto Beni,75.0,U.S.A.,2.0,Criollo,Bolivia
Middlebury,"Balinese,Java",70.0,U.S.A.,2.5,Criollo,Indonesia
Millcreek Cacao Roasters,Ecuador,70.0,U.S.A.,2.5,Forastero (Nacional),Ecuador
Millcreek Cacao Roasters,Ecuador,70.0,U.S.A.,3.5,Blend,Ecuador
Mindo,Ecuador,67.0,U.S.A.,2.75,Blend,Ecuador
Mindo,Ecuador,77.0,U.S.A.,2.75,Blend,Ecuador
Minimal,"Acul,du,Nord,2015",70.0,Japan,3.5,"Criollo, Trinitario",Haiti
Mission,"Fazenda Camboa,Bahia",75.0,Brazil,3.75,Blend,Brazil
Mission,"Bahia,Fazenda Venturosa",70.0,Brazil,3.5,Forastero (Parazinho),Brazil
Mita,Tumaco,65.0,Colombia,2.5,Blend,Colombia
Moho,"Toledo District,w,nibs",73.0,U.S.A.,3.25,Trinitario,Belize
Moho,Toledo District,72.0,U.S.A.,3.0,Trinitario,Belize
Moho,"Umoho R,Toledo District,San Felipe",67.0,U.S.A.,2.75,Trinitario,Belize
Molucca,La Red,70.0,U.S.A.,3.0,Blend,Dominican Republic
Molucca,Indonesia,70.0,U.S.A.,2.75,Blend,Indonesia
Molucca,Peru,70.0,U.S.A.,3.25,Blend,Peru
Momotombo,Matagalpa,70.0,Nicaragua,2.75,Blend,Nicaragua
Momotombo,Mombacho,70.0,Nicaragua,2.75,Blend,Nicaragua
Momotombo,Oscuro,70.0,Nicaragua,3.25,Blend,Nicaragua
Monarque,Oko Caribe,72.0,Canada,3.5,Blend,Dominican Republic
Monsieur Truffe,Papaua New Guinea,70.0,Australia,3.25,Blend,Papua New Guinea
Montecristi,Manabi,70.0,Ecuador,3.25,Blend,Ecuador
Montecristi,Manabi,63.0,Ecuador,3.5,Blend,Ecuador
Montecristi,Manabi,85.0,Ecuador,3.5,Blend,Ecuador
Muchomas (Mesocacao),Nicaragua,70.0,U.S.A.,3.5,Blend,Nicaragua
Muchomas (Mesocacao),Nicaragua,80.0,U.S.A.,3.5,Blend,Nicaragua
Mutari,"Kokoa Kamili,batch 1 SRB",68.0,U.S.A.,2.75,Blend,Tanzania
Mutari,"Oko Caribe,batch 1 SRB",71.0,U.S.A.,2.75,Blend,Dominican Republic
Mutari,"Ambanja,batch 1 SRB",68.0,U.S.A.,2.75,Blend,Madagascar
Mutari,"Tien Giang,batch 1 SRB",80.0,U.S.A.,3.0,Trinitario,Vietnam
Nahua,"Costa Rica,Oscuro",58.0,Costa Rica,2.5,Blend,Costa Rica
Nahua,"Costa Rica,Oscuro",70.0,Costa Rica,3.0,Blend,Costa Rica
Naive,"Trinidad,Tobago",70.0,Lithuania,3.75,Blend,"Trinidad,Tobago"
Naive,"Maranon Canyon,Fortunato No 4",78.0,Lithuania,3.75,Forastero (Nacional),Peru
Naive,Grenada,71.0,Lithuania,2.5,Trinitario,Grenada
Na�ve,Nicaragua,70.0,Lithuania,3.25,Criollo,Nicaragua
Na�ve,Chuao,75.0,Lithuania,2.75,Trinitario,Venezuela
Na�ve,Barinas,70.0,Lithuania,3.0,Blend,Venezuela
Nanea,Criollo Blend,85.0,U.S.A.,3.5,Blend,Hawaii
Nathan Miller,Peru,72.0,U.S.A.,2.25,Blend,Peru
Nathan Miller,Hispaniola,70.0,U.S.A.,2.5,Blend,Dominican Republic
Nathan Miller,Madagascar,73.5,U.S.A.,2.5,Trinitario,Madagascar
Nathan Miller,Ghana,70.0,U.S.A.,3.5,Forastero,Ghana
Neuhaus (Callebaut),Papua New Guinea,70.0,Belgium,2.5,Criollo,Papua New Guinea
Neuhaus (Callebaut),Manickchand Estate,67.0,Belgium,3.75,Trinitario,Trinidad
Neuhaus (Callebaut),Dark,73.0,Belgium,1.0,Blend, 
Neuhaus (Callebaut),West Africa,73.0,Belgium,2.0,Forastero,West Africa
Neuhaus (Callebaut),Sao Tome,75.0,Belgium,2.75,Forastero,Sao Tome
Neuhaus (Callebaut),Ocumare,71.0,Belgium,3.0,Criollo,Venezuela
Nibble,Patanemo,72.0,U.S.A.,2.25,Criollo,Venezuela
Nibble,Elvesia P,72.0,U.S.A.,2.75,Trinitario,Dominican Republic
Nibble,"Ambanja,Sambirano Valley",72.0,U.S.A.,3.0,Trinitario,Madagascar
Nibble,Tumbes,72.0,U.S.A.,3.0,Criollo,Peru
Night Owl,Peru,75.0,U.S.A.,2.75,Blend,Peru
Night Owl,Ecuador,75.0,U.S.A.,3.5,Blend,Ecuador
Noble Bean aka Jerjobo,Ghana,75.0,U.S.A.,3.0,Forastero,Ghana
Noble Bean aka Jerjobo,Moho Valley,75.0,U.S.A.,3.0,Trinitario,Belize
Noble Bean aka Jerjobo,Maranon Canyon,75.0,U.S.A.,3.25,Forastero (Nacional),Peru
Noir d' Ebine,Venezuela,70.0,U.S.A.,3.0,Blend,Venezuela
Noir d' Ebine,Ecuador,70.0,U.S.A.,3.0,Blend,Ecuador
Nova Monda,"La Patriota,cacao Indio,purple label",70.0,Nicaragua,3.0,Blend,Nicaragua
Nova Monda,"La Dalia,Matagalpa,cacao Bisesto,green label",75.0,Nicaragua,2.75,Blend,Nicaragua
Nova Monda,"Punta Galera,cacao Nacional,gold label",80.0,Nicaragua,3.25,Forastero (Nacional),Ecuador
Nuance,"Ghana,2013",70.0,U.S.A.,3.75,Forastero,Ghana
Nuance,"Ecuador,2013",70.0,U.S.A.,2.75,Trinitario,Ecuador
Nuance,"Canoabo,2013",70.0,U.S.A.,3.0,Criollo,Venezuela
Nuance,"Sambirano Valley,2012",70.0,U.S.A.,3.5,Trinitario,Madagascar
Nuance,La Red,70.0,U.S.A.,3.75,Blend,Dominican Republic
Nugali,Fazenda Leolinda,70.0,Brazil,3.5,Trinitario (Scavina),Brazil
Oakland Chocolate Co.,Jamaica,70.0,U.S.A.,2.5,Trinitario,Jamaica
Obolo,Pangoa,70.0,Chile,3.75,Criollo,Peru
Obolo,"Pangoa,w,nibs",70.0,Chile,3.75,Criollo,Peru
Ocelot,Virunga,70.0,Scotland,3.75,Forastero,Congo
Ocelot,Piura,75.0,Scotland,4.0,Criollo,Peru
Ocho,Sang Yum Coop,100.0,New Zealand,2.75,Blend,Samoa
Ocho,Sang Yum Coop,70.0,New Zealand,3.5,Blend,Samoa
Ocho,"Papua New Guinea,Devotion",66.0,New Zealand,2.75,Blend,Papua New Guinea
Ocho,"Papua New Guinea,Revolution",70.0,New Zealand,3.0,Blend,Papua New Guinea
Ocho,"Papua New Guinea,Voodoo",88.0,New Zealand,3.25,Blend,Papua New Guinea
Ocho,"Papua New Guinea,Nib Bar",74.0,New Zealand,3.5,Blend,Papua New Guinea
Ohiyo,"San Juan Estate,Gran Couva",70.0,U.S.A.,2.75,Trinitario,Trinidad
Ohiyo,Tanzania,70.0,U.S.A.,3.0,Blend,Tanzania
Oialla by Bojessen (Malmo),"Sylvestre,Oialla",70.0,Germany,3.5,Criollo,Bolivia
Olive and Sinclair,Dominican Republic prototype,72.0,U.S.A.,3.0,Blend,Dominican Republic
Olive and Sinclair,Ghana prototype,72.0,U.S.A.,3.0,Forastero,Ghana
Olive and Sinclair,Dark 67,67.0,U.S.A.,2.75,Blend,"Ghana,Dominican Republic"
Olive and Sinclair,Dark 75,75.0,U.S.A.,3.0,Blend,"Ghana,Dominican Republic"
Olivia,"Carribean,Raw",76.0,Canada,2.0,Blend,Carribean
Olivia,Carribean,76.0,Canada,2.75,Blend,Carribean
Olivia,Carribean,85.0,Canada,2.75,Blend,Carribean
Olivia,"Carribean,Raw",85.0,Canada,3.0,Blend,Carribean
Omanhene,Ghana,80.0,Ghana,2.75,Forastero,Ghana
Omnom,"Kakao Kamili,Kilombero Valley",70.0,Iceland,3.75,Trinitario,Tanzania
Omnom,Papua New Guinea,70.0,Iceland,3.0,Blend,Papua New Guinea
Omnom,Madagascar,66.0,Iceland,3.5,Trinitario,Madagascar
organicfair,Maya Mountain,74.0,Canada,2.75,Trinitario,Belize
organicfair,La Red,72.0,Canada,2.75,Blend,Dominican Republic
organicfair,Nicaraqua,72.0,Canada,2.75,Trinitario,Nicaragua
organicfair,Caribe,72.0,Canada,3.0,Blend,Dominican Republic
organicfair,Mindo,72.0,Canada,3.0,Trinitario,Ecuador
Original Beans (Felchlin),Papua Kerafat,68.0,Switzerland,2.75,Blend,Papua New Guinea
Original Beans (Felchlin),"Grand Cru Blend No1,5 yr Anniversary Ed",80.0,Switzerland,3.25,Blend, 
Original Beans (Felchlin),"Alto Beni,Wild Harvest,Itenez R 24hr c",66.0,Switzerland,3.75,Blend,Bolivia
Original Beans (Felchlin),"Dominican Republic Congo,Cru Virunga",70.0,Switzerland,3.0,Forastero,Congo
Original Beans (Felchlin),"Piura,Apotequil,""Porcelana"" 72hr c",75.0,Switzerland,3.0,Criollo,Peru
Original Beans (Felchlin),"Alto Beni,Wild Harvest,Itenez R,60hr c",68.0,Switzerland,3.25,Blend,Bolivia
Original Hawaiin Chocolate Factory,"Hawai'i,Kona Grand Cru E",60.0,U.S.A.,3.0,Criollo,Hawaii
Original Hawaiin Chocolate Factory,"Hawai'i,Kona Estate Grown",60.0,U.S.A.,3.0,Blend,Hawaii
Orquidea,Peru,65.0,Peru,3.0,Blend,Peru
Orquidea,Peru,72.0,Peru,3.0,Blend,Peru
Pacari,"Sierra Nevada,Tutu Iku",70.0,Ecuador,4.0,Blend,Colombia
Pacari,Garaua,70.0,Ecuador,3.25,Blend,Ecuador
Pacari,Cumbia,70.0,Ecuador,3.5,Blend,Ecuador
Pacari,Montubia,70.0,Ecuador,3.75,Blend,Ecuador
Pacari,Tangara,70.0,Ecuador,4.0,Blend,Ecuador
Pacari,"Ecuador,raw",85.0,Ecuador,2.75,Blend,Ecuador
Pacari,Piura,70.0,Ecuador,4.0,Blend,Peru
Pacari,"Nube,prototype",70.0,Ecuador,3.5,Blend,Ecuador
Pacari,Esmeraldas,60.0,Ecuador,2.5,Forastero (Arriba),Ecuador
Pacari,Manabi,65.0,Ecuador,2.75,Forastero (Arriba),Ecuador
Pacari,Los Rios,72.0,Ecuador,3.0,Forastero (Arriba),Ecuador
Pacari,Raw,100.0,Ecuador,2.0,Forastero (Arriba),Ecuador
Pacari,Raw,70.0,Ecuador,3.5,Forastero (Arriba),Ecuador
Palette de Bine,Lachua,70.0,Canada,2.75,Blend,Guatemala
Palette de Bine,Maya Mtn,72.0,Canada,3.0,Trinitario,Belize
Palette de Bine,"Silvestre,La Paz,Beni",70.0,Canada,3.25,Blend,Bolivia
Palette de Bine,"San Juan Estate,Gran Couva",70.0,Canada,3.25,Trinitario,Trinidad
Palette de Bine,Kokoa Kamili,72.0,Canada,3.5,Blend,Tanzania
Palette de Bine,Lam Dong,72.0,Canada,3.75,Trinitario,Vietnam
Palette de Bine,"Alto Beni,Palos Blancos",72.0,Canada,2.75,Blend,Bolivia
Palette de Bine,Sambirano,78.0,Canada,3.75,Trinitario,Madagascar
Palette de Bine,"Camino Verde P,Balao,Guayas",75.0,Canada,2.75,Blend,Ecuador
Palette de Bine,"Duo,Gran Couva,Camino Verde",75.0,Canada,3.5,Blend,"Trinidad,Ecuador"
Palette de Bine,Gran Couva,70.0,Canada,3.75,Trinitario,Trinidad
Pangea,Matasawalevu,76.0,Spain,3.0,Blend,Fiji
Park 75,South America,65.0,U.S.A.,3.5,Blend,South America
Parliament,Kilombero Valley,70.0,U.S.A.,3.25,Blend,Tanzania
Parliament,"Lachua,Q'egchi families",70.0,U.S.A.,3.5,Blend,Guatemala
Parliament,Alto Beni,70.0,U.S.A.,3.0,Blend,Bolivia
Parliament,Oko Caribe,70.0,U.S.A.,3.5,Blend,Dominican Republic
Pascha,Peru,55.0,Peru,2.5,Blend,Peru
Pascha,Peru,70.0,Peru,2.75,Blend,Peru
Patric,Signature Blend,70.0,U.S.A.,3.75,Blend, 
Patric,Madagascar,75.0,U.S.A.,4.0,Trinitario,Madagascar
Patric,Madagascar,67.0,U.S.A.,3.5,Trinitario,Madagascar
Patric,"Rio Caribe,Paria Penninsula",70.0,U.S.A.,3.5,Trinitario,Venezuela
Patric,Madagascar,70.0,U.S.A.,4.0,Trinitario,Madagascar
Patric,"Piura,Choc Garage Exclusive",67.0,U.S.A.,4.0,Blend,Peru
Paul Young,"Madagascar,w,shell",73.0,England,2.25,Trinitario,Madagascar
Paul Young,"Madagascar,w,shell",64.0,England,2.75,Trinitario,Madagascar
Peppalo,Dominican Republic,82.0,U.S.A.,3.0,Blend,Dominican Republic
Pierre Marcolini,"Haut Penja,w,nibs",70.0,Belgium,3.25,Forastero,Cameroon
Pierre Marcolini,Chuao,75.0,Belgium,3.0,Criollo,Venezuela
Pierre Marcolini,Trinite,75.0,Belgium,3.25,Trinitario,Trinidad
Pierre Marcolini,"Baracoa,Cuba",78.0,Belgium,3.75,"Criollo, Forastero",Cuba
Pierre Marcolini,"Peru,Las Pampas P",85.0,Belgium,3.0,Criollo,Peru
Pierre Marcolini,"Bahia Brazil,Fazenda Sao Pedro",72.0,Belgium,3.0,Forastero,Brazil
Pierre Marcolini,"Porcelana,Tabasco,Finca La Joya",72.0,Belgium,3.0,Criollo,Mexico
Pierre Marcolini,Cabosse,70.0,Belgium,4.0,Blend,"Venezuela,Java"
Pierre Marcolini,"Los Rios,Puerto Romero,Equateur",72.0,Belgium,3.75,Forastero (Nacional),Ecuador
Pierre Marcolini,"Sambirano,Ambanja,Madagascar",72.0,Belgium,4.0,Trinitario,Madagascar
Pierre Marcolini,Fleur de Cacao,85.0,Belgium,3.5,Blend,"Venezuela,Ghana"
Pierre Marcolini,"Porcelana,Tabasco,Limited Ed",72.0,Belgium,4.0,Criollo,Mexico
Pierre Marcolini,"Kendem Lembu,Java",72.0,Belgium,3.0,Criollo,Indonesia
Pierre Marcolini,"Ocumare,Puerto Cabello,Venezuela",72.0,Belgium,4.0,Criollo,Venezuela
Pinellas,Wampusirpi Region,80.0,U.S.A.,2.5,Blend,Honduras
Pitch Dark,Tenor,62.0,U.S.A.,2.5,Blend,Nicaragua
Pitch Dark,Johe,80.0,U.S.A.,2.75,Blend,Nicaragua
Pitch Dark,Chuno,80.0,U.S.A.,2.75,"Criollo, Trinitario",Nicaragua
Pitch Dark,Nicalizo,80.0,U.S.A.,2.75,Trinitario,Nicaragua
Pitch Dark,Rugoso,80.0,U.S.A.,3.25,Blend,Nicaragua
Pitch Dark,Akesson Estate,73.0,U.S.A.,3.25,Trinitario,Madagascar
Pitch Dark,Namau Village,73.0,U.S.A.,2.5,Trinitario,Fiji
Pitch Dark,"Camino Verde P,Balao,Guayas,""Fruity""",73.0,U.S.A.,3.25,Blend,Ecuador
Pitch Dark,"Camino Verde P,Balao,Guayas,""Floral""",73.0,U.S.A.,3.5,Blend,Ecuador
Pomm (aka Dead Dog),"La Red,2011",76.0,U.S.A.,2.5,Blend,Dominican Republic
Pomm (aka Dead Dog),Peru,82.0,U.S.A.,2.75,Criollo,Peru
Potomac,"Oko Caribe,Duarte Province,2016 H",70.0,U.S.A.,3.75,Blend,Dominican Republic
Potomac,"Cuyagua,2013",70.0,U.S.A.,3.75,Blend,Venezuela
Potomac,"Upala w,nibs",70.0,U.S.A.,3.5,Matina,Costa Rica
Potomac,"Upala,Batch 18",70.0,U.S.A.,3.0,Matina,Costa Rica
Potomac,"San Martin,Amazonian Highlands",70.0,U.S.A.,2.75,Blend,Peru
Potomac,Bahia,70.0,U.S.A.,3.5,Blend,Brazil
Potomac,"Upala,Batch 12",82.0,U.S.A.,3.75,Matina,Costa Rica
Pralus,Peru,75.0,France,3.25,Blend,Peru
Pralus,"Porcelana,S of Lake Maracaibo",75.0,France,3.25,Criollo (Porcelana),Venezuela
Pralus,Chuao,75.0,France,3.5,Trinitario,Venezuela
Pralus,Cuyagua,75.0,France,2.0,Blend,Venezuela
Pralus,Papouasie,75.0,France,3.0,Trinitario,Papua New Guinea
Pralus,"Sambirano Valley,Le 100%",100.0,France,3.0,Criollo,Madagascar
